t,survival_rate,expected_benefit,net_single_premium
45,0.8709180316048211,262.06159426423903,32773.185193185374
46,0.8683052775100066,261.27540948144633,32673.67921691574
47,0.8657003616774767,260.491583253002,32574.465826471464
48,0.8631032605924442,259.710108503243,32475.54411443455
49,0.860513950810667,258.93097817773327,32376.91317596096
50,0.857932408958235,258.1541852432001,32278.57210877214
51,0.8553586117313603,257.37972268747046,32180.520013146583
52,0.8527925358961662,256.60758351940814,32082.755991911403
53,0.8502341582884777,255.83776076884985,31985.27915043395
54,0.8476834558136123,255.0702474865433,31888.088596613423
55,0.8451404054461714,254.30503674408368,31791.18344087251
56,0.8426049842298329,253.54212163385142,31694.562796149065
57,0.8400771692771434,252.78149526894987,31598.225777887787
58,0.837556937769312,252.023150783143,31502.171504031925
59,0.835044266956004,251.26708133079362,31406.399095015026
60,0.8325391341551359,250.5132800868012,31310.907673752652
61,0.8300415167526705,249.7617402465408,31215.696365634176
62,0.8275513922024125,249.01245502580113,31120.764298514572
63,0.8250687380258053,248.26541766072376,31026.110602706212
64,0.8225935318117279,247.52062140774157,30931.734410970712
65,0.8201257512162927,246.7780595435184,30837.634858510784
66,0.8176653739626438,246.03772536488782,30743.8110829621
67,0.8152123778407558,245.29961218879313,30650.262224385195
68,0.8127667407072335,244.56371335222676,30556.987425257383
69,0.8103284404851119,243.8300222121701,30463.98583046468
70,0.8078974551636565,243.09853214553354,30371.25658729377
71,0.8054737627981655,242.36923654909697,30278.798845423975
72,0.803057341509771,241.64212883944964,30186.61175691925
73,0.8006481694852418,240.91720245293132,30094.694476220197
74,0.798246224976786,240.19445084557256,30003.0461601361
75,0.7958514863018556,239.4738674930358,29911.665967836976
76,0.79346393184295,238.75544589055667,29820.553060845657
77,0.7910835400474212,238.03917955288503,29729.70660302987
78,0.7887102894272789,237.32506201422638,29639.12576059437
79,0.7863441585589971,236.61308682818367,29548.80970207304
80,0.78398512608332,235.90324756769914,29458.757598321077
81,0.7816331707050701,235.19553782499602,29368.968622507142
82,0.7792882711929549,234.489951211521,29279.441950105553
83,0.776950406379376,233.78648135788646,29190.176758888498
84,0.7746195551602378,233.0851219138128,29101.17222891826
85,0.7722956964947572,232.38586654807136,29012.427542539466
86,0.7699788094052729,231.68870894842718,28923.941884371347
87,0.767668872977057,230.99364282158186,28835.71444130003
88,0.7653658663581259,230.30066189311708,28747.74440247084
89,0.7630697687590515,229.60975990743776,28660.030959280608
90,0.7607805594527743,228.92093062771545,28572.57330537003
91,0.7584982177744161,228.2341678358323,28485.370636616026
92,0.7562227231210928,227.54946533232481,28398.422151124094
93,0.7539540549517295,226.86681693632787,28311.727049220724
94,0.7516921927868743,226.18621648551886,28225.284533445818
95,0.7494371162085136,225.5076578360623,28139.093808545098
96,0.747188804859888,224.8311348625541,28053.154081462577
97,0.7449472384453084,224.1566414579664,27967.46456133302
98,0.7427123967299725,223.48417153359256,27882.02445947443
99,0.7404842595397826,222.81371901899175,27796.83298938054
100,0.7382628067611632,222.1452778619348,27711.889366713353
101,0.7360480183408797,221.47884202834896,27627.192809295673
102,0.7338398742858571,220.81440550226392,27542.74253710366
103,0.7316383546629995,220.15196228575715,27458.5377722594
104,0.7294434395990105,219.49150639889984,27374.57773902351
105,0.7272551092802134,218.83303187970313,27290.86166378773
106,0.7250733439523728,218.17653278406405,27207.388775067568
107,0.7228981239205157,217.52200318571184,27124.158303494918
108,0.7207294295487541,216.8694371761547,27041.169481810746
109,0.7185672412601078,216.2188288646262,26958.42154485776
110,0.7164115395363275,215.57017237803237,26875.913729573098
111,0.7142623049177186,214.92346186089824,26793.645274981038
112,0.7121195180029655,214.27869147531558,26711.61542218574
113,0.7099831594489566,213.63585540088965,26629.82341436397
114,0.7078532099706097,212.994947834687,26548.268496757893
115,0.7057296503406979,212.35596299118293,26466.94991666782
116,0.7036124613896758,211.7188951022094,26385.866923445017
117,0.7015016240055068,211.08373841690272,26305.01876848452
118,0.6993971191334902,210.45048720165204,26224.404705217952
119,0.6972989277760897,209.8191357400471,26144.02398910638
120,0.6952070309927615,209.18967833282693,26063.875877633163
121,0.6931214098997832,208.56210929782844,25983.959630296835
122,0.6910420456700839,207.93642296993497,25904.274508603998
123,0.6889689195330736,207.31261370102516,25824.81977606223
124,0.6869020127744744,206.69067585992207,25745.59469817301
125,0.684841306736151,206.07060383234233,25666.59854242465
126,0.6827867828159425,205.45239202084528,25587.83057828527
127,0.6807384224674947,204.83603484478274,25509.290077195743
128,0.6786962072000923,204.22152674024844,25430.976312562714
129,0.676660118578492,203.6088621600277,25352.888559751573
130,0.6746301382227565,202.9980355735476,25275.0260960795
131,0.6726062478080883,202.38904146682697,25197.38820080848
132,0.6705884290646641,201.7818743424265,25119.97415513836
133,0.66857666377747,201.17652871939922,25042.783242199912
134,0.6665709337861376,200.572999133241,24965.814747047913
135,0.6645712209847792,199.9712801358413,24889.067956654242
136,0.6625775073218249,199.37136629543375,24812.542159900993
137,0.6605897747998594,198.77325219654747,24736.236647573587
138,0.6586080054754598,198.1769324399578,24660.150712353923
139,0.6566321814590335,197.58240164263796,24584.283648813533
140,0.6546622849146564,196.98965443771004,24508.634753406746
141,0.6526982980599124,196.39868547439693,24433.203324463877
142,0.6507402031657327,195.80948941797374,24357.988662184427
143,0.6487879825562355,195.2220609497198,24282.990068630283
144,0.6468416186085668,194.63639476687067,24208.206847718964
145,0.6449010937527411,194.05248558257006,24133.63830521685
146,0.6429663904714829,193.4703281258223,24059.283748732447
147,0.6410374913000684,192.88991714144487,23985.142487709654
148,0.6391143788261682,192.31124739002053,23911.213833421047
149,0.6371970356896897,191.73431364785046,23837.497098961176
150,0.6352854445826206,191.1591107069069,23763.99159923989
151,0.6333795882488727,190.5856333747862,23690.696650975646
152,0.6314794494841262,190.01387647466183,23617.61157268886
153,0.6295850111356738,189.44383484523786,23544.735684695264
154,0.6276962561022668,188.87550334070212,23472.068309099275
155,0.62581316733396,188.30887683068002,23399.608769787363
156,0.623935727831958,187.743950200188,23327.35639242146
157,0.6220639206484622,187.1807183495874,23255.31050443238
158,0.6201977288865168,186.61917619453865,23183.4704350132
159,0.6183371356998573,186.05931866595503,23111.835515112754
160,0.6164821242927577,185.50114070995718,23040.405077429034
161,0.6146326779198794,184.94463728782733,22969.17845640267
162,0.6127887798861198,184.38980337596385,22898.154988210415
163,0.6109504135464614,183.83663396583594,22827.33401075862
164,0.609117562305822,183.2851240639384,22756.714863676745
165,0.6072902096189046,182.73526869174663,22686.296888310866
166,0.6054683389900478,182.1870628856714,22616.079427717214
167,0.6036519339730777,181.64050169701434,22546.0618266557
168,0.6018409781711584,181.09558019192332,22476.243431583476
169,0.6000354552366449,180.55229345134754,22406.62359064851
170,0.598235348870935,180.01063657099348,22337.201653683147
171,0.5964406428243222,179.4706046612805,22267.97697219771
172,0.5946513208958493,178.93219284729668,22198.94889937411
173,0.5928673669331617,178.39539626875478,22130.116790059445
174,0.5910887648323622,177.8602100799485,22061.48000075964
175,0.5893154985378651,177.32662944970866,21993.037889633088
176,0.5875475520422515,176.79464956135953,21924.789816484295
177,0.5857849093861247,176.26426561267544,21856.73514275755
178,0.5840275546579663,175.73547281583743,21788.873231530597
179,0.5822754719939924,175.2082663973899,21721.20344750833
180,0.5805286455780104,174.68264159819773,21653.725157016495
181,0.5787870596412764,174.15859367340315,21586.437727995384
182,0.5770506984623526,173.63611789238294,21519.340529993588
183,0.5753195463669655,173.11520953870578,21452.43293416171
184,0.5735935877278646,172.59586391008963,21385.714313246117
185,0.571872806964681,172.0780763183594,21319.184041582706
186,0.5701571885437869,171.5618420894043,21252.841495090666
187,0.5684467169781556,171.04715656313607,21186.686051266264
188,0.5667413768272211,170.5340150934467,21120.71708917664
189,0.5650411526967395,170.02241304816633,21054.933989453606
